DNI,Nom,Cognoms,Nom complet,Nacimiento España,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Naixement,Edat,Increment
18575690Y,João,Oliveira Ferreira,João Oliveira Ferreira,No,Portugal,Lisboa,21,3,1985,Home,1286.25,No,Grup A,1985-03-21,41,0.05
15387541Y,Andrés,Castro,Andrés Castro,No,Colòmbia,Medellín,8,3,2000,Altres,1045.8,No,Grup A,2000-03-08,26,0.05
57892591M,Anna,Castells,Anna Castells,Sí,Espanya,Barcelona,2,1,1951,Dona,964.95,No,Grup A,1951-01-02,75,0.05
25403469P,Clara,García,Clara García,Sí,Espanya,Sevilla,19,8,1998,Dona,784.35,No,Grup A,1998-08-19,27,0.05
91347406Y,Lucía,Fernández,Lucía Fernández,No,Argentina,Buenos Aires,28,11,1978,,795.9,No,Grup A,1978-11-28,47,0.05
45074340P,Núria,Ferrer,Núria Ferrer,Sí,Espanya,Barcelona,27,10,1977,Dona,1179.15,No,Grup A,1977-10-27,48,0.05
29471837G,Camille,Moreau,Camille Moreau,No,França,París,6,2,1957,Dona,836.85,No,Grup A,1957-02-06,69,0.05
13508244R,Oriol,Martínez Martínez,Oriol Martínez Martínez,Sí,Espanya,Sevilla,21,3,1951,Home,1539.3,No,Grup A,1951-03-21,75,0.05
25331092S,Sophie,Jones,Sophie Jones,No,Regne Unit,Londres,26,1,1963,Dona,718.2,No,Grup A,1963-01-26,63,0.05
29550519X,Miguel,Silva,Miguel Silva,No,Portugal,Lisboa,12,6,1971,,941.85,No,Grup A,1971-06-12,55,0.05
85031552D,Laia,Ferrer Martínez,Laia Ferrer Martínez,Sí,Espanya,Sevilla,23,10,1962,Dona,1478.4,Sí,Grup A,1962-10-23,63,0.05
87427498D,Laura,Rojas,Laura Rojas,No,Colòmbia,Medellín,9,5,1969,Dona,1037.4,No,Grup A,1969-05-09,57,0.05
19404501Z,Arnau,Ferrer Sánchez,Arnau Ferrer Sánchez,Sí,Espanya,Bilbao,6,11,1969,Home,1398.6,Sí,Grup A,1969-11-06,56,0.05
17972901L,Carla,Sánchez López,Carla Sánchez López,Sí,Espanya,Sevilla,11,6,1989,Dona,1135.05,Sí,Grup A,1989-06-11,37,0.05
92286029R,Núria,López,Núria López,Sí,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,Grup A,1977-05-05,49,0.05
66183009R,Miguel,Cruz,Miguel Cruz,No,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Sí,Grup A,1955-09-28,70,0.05
90904549G,Marc,López Martínez,Marc López Martínez,Sí,Espanya,Madrid,18,11,2004,Home,1338.75,Sí,Grup A,2004-11-18,21,0.05
93623062E,Pau,López García,Pau López García,Sí,Espanya,Sevilla,4,7,1992,Home,1751.4,No,Grup A,1992-07-04,34,0.05
73587985T,Francesca,Ferrari,Francesca Ferrari,No,Itàlia,Torí,25,3,1999,Dona,1097.25,Sí,Grup A,1999-03-25,27,0.05
48610709N,Toni,García García,Toni García García,Sí,Espanya,Madrid,9,6,1958,Home,1470.0,Sí,Grup A,1958-06-09,68,0.05
37416719D,Anna,López,Anna López,Sí,Espanya,Bilbao,17,6,1995,Dona,1396.5,Sí,Grup A,1995-06-17,31,0.05
91797004K,Toni,Sánchez Sánchez,Toni Sánchez Sánchez,Sí,Espanya,Sevilla,16,7,1950,Home,1358.7,No,Grup A,1950-07-16,76,0.05
20460695D,Laia,Ferrer Romero,Laia Ferrer Romero,Sí,Espanya,Sevilla,25,8,1951,Dona,1368.15,Sí,Grup A,1951-08-25,74,0.05
27053674Z,Amina,El Amrani,Amina El Amrani,No,Marroc,Rabat,25,1,1959,Dona,896.7,Sí,Grup A,1959-01-25,67,0.05
88308185F,Jordi,Romero García,Jordi Romero García,Sí,Espanya,Bilbao,19,12,1984,Home,1611.75,Sí,Grup A,1984-12-19,41,0.05
47905259N,Clara,López García,Clara López García,Sí,Espanya,València,13,10,1988,Dona,866.25,Sí,Grup A,1988-10-13,37,0.05
54313717Q,Laura,Castro,Laura Castro,No,Colòmbia,Medellín,19,6,1958,Dona,1558.2,No,Grup A,1958-06-19,68,0.05
38394682L,Clara,Sánchez Ferrer,Clara Sánchez Ferrer,Sí,Espanya,Madrid,21,4,1963,Dona,1390.2,Sí,Grup A,1963-04-21,63,0.05
33214782A,Matías,Rodríguez,Matías Rodríguez,No,Argentina,Buenos Aires,12,6,1950,,1107.75,No,Grup A,1950-06-12,76,0.05
30011388C,Jordi,Sánchez Ferrer,Jordi Sánchez Ferrer,Sí,Espanya,Madrid,2,4,1977,Home,1064.7,No,Grup A,1977-04-02,49,0.05
14828163F,Marc,Martínez García,Marc Martínez García,Sí,Espanya,Sevilla,12,3,1965,Home,1664.25,No,Grup A,1965-03-12,61,0.05
93868679R,María,Cruz,María Cruz,No,Mèxic,Guadalajara,23,6,1978,Dona,783.3,Sí,Grup A,1978-06-23,48,0.05
53118513Z,Carla,Martínez Sánchez,Carla Martínez Sánchez,Sí,Espanya,Madrid,6,2,2004,Dona,723.45,Sí,Grup A,2004-02-06,22,0.05
89545864F,Tomás,Gómez,Tomás Gómez,No,Argentina,Còrdova,19,1,1996,Home,1159.2,Sí,Grup A,1996-01-19,30,0.05
70113350T,Pau,Castells,Pau Castells,Sí,Espanya,Bilbao,17,4,1952,,1172.85,No,Grup A,1952-04-17,74,0.05
19178233C,Jean,Moreau Girard,Jean Moreau Girard,No,França,Marsella,12,11,1989,Home,909.3,No,Grup A,1989-11-12,36,0.05
35909931K,Laia,Martínez López,Laia Martínez López,Sí,Espanya,València,17,5,1976,Dona,1237.95,Sí,Grup A,1976-05-17,50,0.05
75690264M,Anna,Romero,Anna Romero,Sí,Espanya,València,17,11,1976,Dona,1350.3,No,Grup A,1976-11-17,49,0.05
27395242L,Daniel,Castro Torres,Daniel Castro Torres,No,Colòmbia,Bogotà,5,4,1992,Home,1060.5,Sí,Grup A,1992-04-05,34,0.05
72488520Y,Youssef,Fassi El Amrani,Youssef Fassi El Amrani,No,Marroc,Rabat,26,5,1968,Home,1044.75,Sí,Grup A,1968-05-26,58,0.05
87072861Y,Miguel,Ferreira,Miguel Ferreira,No,Portugal,Porto,19,2,1990,Home,1262.1,No,Grup A,1990-02-19,36,0.05
99946609J,Inês,Silva Oliveira,Inês Silva Oliveira,No,Portugal,Porto,11,2,1986,Dona,1000.65,No,Grup A,1986-02-11,40,0.05
77786231R,Marc,García López,Marc García López,Sí,Espanya,Madrid,11,8,1963,Home,1075.2,No,Grup A,1963-08-11,62,0.05
16349607A,Daniel,Rojas Castro,Daniel Rojas Castro,No,Colòmbia,Medellín,7,10,1952,Home,838.95,Sí,Grup A,1952-10-07,73,0.05
19835344L,Anna,Ferrer,Anna Ferrer,Sí,Espanya,Madrid,8,5,1966,Dona,805.35,No,Grup A,1966-05-08,60,0.05
72548015K,Núria,Romero Castells,Núria Romero Castells,Sí,Espanya,València,10,4,1996,,814.8,No,Grup A,1996-04-10,30,0.05
63645871Q,Toni,López,Toni López,Sí,Espanya,Barcelona,27,9,1979,,904.05,No,Grup A,1979-09-27,46,0.05
12689894Z,Marta,López,Marta López,Sí,Espanya,Bilbao,24,7,1967,Dona,1492.05,No,Grup A,1967-07-24,58,0.05
17266104D,Oriol,Ferrer,Oriol Ferrer,Sí,Espanya,Madrid,9,7,1985,Altres,762.3,No,Grup A,1985-07-09,40,0.05
15071348H,Núria,Romero,Núria Romero,Sí,Espanya,València,11,6,1951,Dona,747.6,No,Grup A,1951-06-11,75,0.05
93757958D,Inês,Silva,Inês Silva,No,Portugal,Lisboa,20,8,1990,Dona,1177.05,Sí,Grup A,1990-08-20,35,0.05
89595235W,Clara,Romero,Clara Romero,Sí,Espanya,Sevilla,23,3,1999,Dona,795.9,No,Grup A,1999-03-23,27,0.05
71304182R,Núria,Ferrer,Núria Ferrer,Sí,Espanya,Bilbao,17,3,1979,Dona,1279.95,Sí,Grup A,1979-03-17,47,0.05
15228560C,Jordi,Castells,Jordi Castells,Sí,Espanya,Barcelona,19,7,1978,Home,1618.05,No,Grup A,1978-07-19,47,0.05
20214876P,Alessia,Russo,Alessia Russo,No,Itàlia,Torí,28,11,1954,Dona,1017.45,Sí,Grup A,1954-11-28,71,0.05
61343247E,Florencia,Gómez,Florencia Gómez,No,Argentina,Còrdova,8,7,1984,,1673.7,No,Grup A,1984-07-08,41,0.05
36334567G,Pau,Martínez López,Pau Martínez López,Sí,Espanya,València,19,12,1994,Home,1572.9,No,Grup A,1994-12-19,31,0.05
47691452T,Laia,Romero,Laia Romero,Sí,Espanya,València,18,7,1950,Dona,1057.35,No,Grup A,1950-07-18,75,0.05
48127366Y,Pau,Sánchez,Pau Sánchez,Sí,Espanya,València,26,5,1954,Home,1481.55,No,Grup A,1954-05-26,72,0.05
49287703B,Daniel,Castro,Daniel Castro,No,Colòmbia,Medellín,13,10,1956,Home,1267.35,Sí,Grup A,1956-10-13,69,0.05
82418527A,Jordi,Ferrer,Jordi Ferrer,Sí,Espanya,Barcelona,28,6,2002,Home,1009.05,No,Grup A,2002-06-28,24,0.05
65339008Z,Salma,Zahraoui,Salma Zahraoui,No,Marroc,Casablanca,20,12,1971,Dona,1468.95,Sí,Grup A,1971-12-20,54,0.05
91690612P,Clara,Castells,Clara Castells,Sí,Espanya,Madrid,15,3,1981,Dona,1594.95,Sí,Grup A,1981-03-15,45,0.05
32219930D,Eva,García Ferrer,Eva García Ferrer,Sí,Espanya,València,22,2,1991,Dona,698.25,Sí,Grup A,1991-02-22,35,0.05
18479670K,Pau,Castells,Pau Castells,Sí,Espanya,Barcelona,14,9,1991,Home,1642.2,No,Grup A,1991-09-14,34,0.05
75340954W,Joan,Ferrer,Joan Ferrer,Sí,Espanya,Bilbao,21,5,1981,,1478.4,No,Grup A,1981-05-21,45,0.05
24238964E,Joan,Martínez Castells,Joan Martínez Castells,Sí,Espanya,Barcelona,22,7,1987,Home,1223.25,No,Grup A,1987-07-22,38,0.05
12767161T,Toni,Castells Castells,Toni Castells Castells,Sí,Espanya,Madrid,20,3,1950,Home,1609.65,No,Grup A,1950-03-20,76,0.05
74074321A,Carla,Ferrer Castells,Carla Ferrer Castells,Sí,Espanya,Sevilla,2,8,1957,Dona,1145.55,Sí,Grup A,1957-08-02,68,0.05
46145725B,Toni,Ferrer,Toni Ferrer,Sí,Espanya,Barcelona,24,8,1972,Home,1750.35,Sí,Grup A,1972-08-24,53,0.05
97294667E,Jordi,García,Jordi García,Sí,Espanya,Barcelona,3,1,1975,Home,1014.3,Sí,Grup A,1975-01-03,51,0.05
35241609K,Francesca,Russo,Francesca Russo,No,Itàlia,Torí,9,11,1986,Dona,1411.2,Sí,Grup A,1986-11-09,39,0.05
87906075W,Arnau,Sánchez Martínez,Arnau Sánchez Martínez,Sí,Espanya,Madrid,12,11,2003,Home,804.3,No,Grup A,2003-11-12,22,0.05
31059050X,Amina,Fassi,Amina Fassi,No,Marroc,Casablanca,13,12,1971,,1533.0,No,Grup A,1971-12-13,54,0.05
60378955C,Fatima,Zahraoui El Amrani,Fatima Zahraoui El Amrani,No,Marroc,Rabat,27,1,1986,Dona,1377.6,No,Grup A,1986-01-27,40,0.05
48242975Q,Arnau,Sánchez Sánchez,Arnau Sánchez Sánchez,Sí,Espanya,Sevilla,5,7,1974,Home,1559.25,No,Grup A,1974-07-05,52,0.05
16218169P,William,Brown,William Brown,No,Regne Unit,Londres,24,2,1991,Home,1046.85,Sí,Grup A,1991-02-24,35,0.05
81901030H,Marc,Castells,Marc Castells,Sí,Espanya,Sevilla,20,9,1970,Home,1163.4,Sí,Grup A,1970-09-20,55,0.05
69723912X,Miguel,Oliveira Pereira,Miguel Oliveira Pereira,No,Portugal,Porto,19,4,1958,Home,1081.5,No,Grup A,1958-04-19,68,0.05
87631058F,Joan,Ferrer Castells,Joan Ferrer Castells,Sí,Espanya,Madrid,25,10,1967,Home,1311.45,Sí,Grup A,1967-10-25,58,0.05
33400905A,Joan,Ferrer,Joan Ferrer,Sí,Espanya,Sevilla,19,12,1970,,1062.6,No,Grup A,1970-12-19,55,0.05
68343127F,Youssef,Zahraoui,Youssef Zahraoui,No,Marroc,Casablanca,2,3,1998,Home,1678.95,No,Grup A,1998-03-02,28,0.05
99688433B,Toni,Castells,Toni Castells,Sí,Espanya,València,1,5,1960,Home,1715.7,Sí,Grup A,1960-05-01,66,0.05
16378767Z,Marc,Ferrer Romero,Marc Ferrer Romero,Sí,Espanya,Madrid,9,10,1973,Home,1135.05,No,Grup A,1973-10-09,52,0.05
74158500N,Laura,Schneider,Laura Schneider,No,Alemanya,Hamburg,25,1,1957,Dona,1436.4,No,Grup A,1957-01-25,69,0.05
99611153A,Arnau,Sánchez,Arnau Sánchez,Sí,Espanya,Barcelona,16,12,1998,Home,1506.75,No,Grup A,1998-12-16,27,0.05
73063501Z,Eva,Ferrer,Eva Ferrer,Sí,Espanya,Sevilla,4,11,1990,Dona,1433.25,Sí,Grup A,1990-11-04,35,0.05
36106979Y,Pau,Sánchez,Pau Sánchez,Sí,Espanya,Sevilla,1,2,1953,Home,1088.85,No,Grup A,1953-02-01,73,0.05
90389717L,Clara,Martínez Romero,Clara Martínez Romero,Sí,Espanya,València,9,7,1973,Dona,1118.25,Sí,Grup A,1973-07-09,53,0.05
85693556P,Joan,Romero Martínez,Joan Romero Martínez,Sí,Espanya,Barcelona,2,11,1973,Home,1623.3,Sí,Grup A,1973-11-02,52,0.05
27368854D,Marta,Castells López,Marta Castells López,Sí,Espanya,Barcelona,9,6,1985,Dona,1509.9,No,Grup A,1985-06-09,41,0.05
58740246B,Pau,Ferrer Martínez,Pau Ferrer Martínez,Sí,Espanya,Barcelona,24,12,1964,Home,895.65,No,Grup A,1964-12-24,61,0.05
14098793R,Alessandro,Ferrari,Alessandro Ferrari,No,Itàlia,Torí,22,7,2003,Home,1515.15,Sí,Grup A,2003-07-22,22,0.05
68722397X,Laia,Romero Martínez,Laia Romero Martínez,Sí,Espanya,Barcelona,28,5,1964,Dona,1065.75,No,Grup A,1964-05-28,62,0.05
12118177C,Jean,Dubois,Jean Dubois,No,França,Marsella,24,11,1970,Home,1097.25,No,Grup A,1970-11-24,55,0.05
70806232V,Arnau,Romero,Arnau Romero,Sí,Espanya,València,24,6,1976,Home,810.6,No,Grup A,1976-06-24,50,0.05
52604206S,Olivia,Taylor,Olivia Taylor,No,Regne Unit,Londres,13,9,1992,,1486.8,Sí,Grup A,1992-09-13,33,0.05
97210518F,Clara,Sánchez Romero,Clara Sánchez Romero,Sí,Espanya,Bilbao,16,3,2004,Dona,1075.2,No,Grup A,2004-03-16,22,0.05
19113138L,João,Oliveira,João Oliveira,No,Portugal,Lisboa,1,7,1979,Home,1339.8,No,Grup A,1979-07-01,47,0.05
83374173K,Florencia,Álvarez,Florencia Álvarez,No,Argentina,Buenos Aires,14,11,1961,Dona,1095.15,No,Grup A,1961-11-14,64,0.05
31397148Y,João,Silva,João Silva,No,Portugal,Lisboa,2,7,1994,Home,1715.7,No,Grup A,1994-07-02,32,0.05
41718924T,Marc,Martínez Castells,Marc Martínez Castells,Sí,Espanya,Barcelona,13,5,1979,,1546.65,No,Grup A,1979-05-13,47,0.05
83602803G,Joan,Ferrer,Joan Ferrer,Sí,Espanya,Sevilla,2,2,1964,Home,1273.65,No,Grup A,1964-02-02,62,0.05
52759329M,Jordi,Martínez Ferrer,Jordi Martínez Ferrer,Sí,Espanya,València,18,2,1972,Altres,816.9,No,Grup A,1972-02-18,54,0.05
28210536A,Anna,Sánchez López,Anna Sánchez López,Sí,Espanya,Madrid,4,8,1997,Altres,1256.85,No,Grup A,1997-08-04,28,0.05
76436789V,Eva,Romero,Eva Romero,Sí,Espanya,Bilbao,18,7,1967,Dona,1388.1,No,Grup A,1967-07-18,58,0.05
84904881L,Pau,Castells Martínez,Pau Castells Martínez,Sí,Espanya,Barcelona,3,1,1985,Home,1304.1,No,Grup A,1985-01-03,41,0.05
80909731Y,Jordi,García López,Jordi García López,Sí,Espanya,Sevilla,6,6,1971,Home,1311.45,Sí,Grup A,1971-06-06,55,0.05
66842033A,Núria,Romero Romero,Núria Romero Romero,Sí,Espanya,Madrid,3,3,1962,Dona,938.7,No,Grup A,1962-03-03,64,0.05
44245943V,Gabriela,Cruz,Gabriela Cruz,No,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,Grup A,1955-01-27,71,0.05
44569678M,Laia,Castells,Laia Castells,Sí,Espanya,Madrid,9,8,1977,Dona,1030.05,No,Grup A,1977-08-09,48,0.05
87865381W,Marta,Martínez,Marta Martínez,Sí,Espanya,Sevilla,17,7,2000,Dona,1256.85,No,Grup A,2000-07-17,25,0.05
21820075A,Arnau,Sánchez,Arnau Sánchez,Sí,Espanya,Bilbao,23,1,1978,Home,1162.35,No,Grup A,1978-01-23,48,0.05
76257088H,Francesca,Conti,Francesca Conti,No,Itàlia,Roma,10,8,1955,Dona,850.5,Sí,Grup A,1955-08-10,70,0.05
51635247N,Clara,Sánchez Castells,Clara Sánchez Castells,Sí,Espanya,València,6,10,1973,Dona,1225.35,No,Grup A,1973-10-06,52,0.05
42128077K,Núria,Castells,Núria Castells,Sí,Espanya,València,16,2,2001,Dona,936.6,No,Grup A,2001-02-16,25,0.05
53983933P,Marta,Martínez Ferrer,Marta Martínez Ferrer,Sí,Espanya,València,2,11,2001,Dona,846.3,No,Grup A,2001-11-02,24,0.05
64697693K,Núria,Martínez Martínez,Núria Martínez Martínez,Sí,Espanya,Bilbao,20,8,2002,Dona,1056.3,No,Grup A,2002-08-20,23,0.05
15021643F,Tiago,Ferreira Pereira,Tiago Ferreira Pereira,No,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,Grup A,1959-03-15,67,0.05
71377022P,Pau,López,Pau López,Sí,Espanya,Madrid,28,12,1971,Home,833.7,Sí,Grup A,1971-12-28,54,0.05
43507453W,Anna,Ferrer Martínez,Anna Ferrer Martínez,Sí,Espanya,Bilbao,15,10,1981,Dona,892.5,Sí,Grup A,1981-10-15,44,0.05
26414747E,Oriol,Martínez,Oriol Martínez,Sí,Espanya,Sevilla,23,12,1991,Home,843.15,Sí,Grup A,1991-12-23,34,0.05
69931972C,Toni,Martínez López,Toni Martínez López,Sí,Espanya,Madrid,4,12,1983,Home,1687.35,Sí,Grup A,1983-12-04,42,0.05
86555403J,Marc,García,Marc García,Sí,Espanya,Madrid,14,7,1977,Home,1678.95,No,Grup A,1977-07-14,48,0.05
52720140A,Daniel,Rojas Torres,Daniel Rojas Torres,No,Colòmbia,Bogotà,20,8,1985,Home,1529.85,Sí,Grup A,1985-08-20,40,0.05
19863880V,Carla,López Romero,Carla López Romero,Sí,Espanya,Sevilla,22,4,1954,Dona,1231.65,Sí,Grup A,1954-04-22,72,0.05
67985873N,Anna,Castells Ferrer,Anna Castells Ferrer,Sí,Espanya,Barcelona,8,1,1983,Dona,1568.7,Sí,Grup A,1983-01-08,43,0.05
30525996L,Marc,López,Marc López,Sí,Espanya,Sevilla,23,1,1965,Home,884.1,Sí,Grup A,1965-01-23,61,0.05
90464341H,Jordi,Ferrer Martínez,Jordi Ferrer Martínez,Sí,Espanya,València,12,11,1981,Home,1747.2,No,Grup A,1981-11-12,44,0.05
38127780Y,Louis,Dubois Girard,Louis Dubois Girard,No,França,Lió,21,11,1950,Home,1139.25,No,Grup A,1950-11-21,75,0.05
95204020C,Oriol,Castells Ferrer,Oriol Castells Ferrer,Sí,Espanya,València,14,10,1959,Home,1654.8,Sí,Grup A,1959-10-14,66,0.05
69796526G,Inês,Oliveira Ferreira,Inês Oliveira Ferreira,No,Portugal,Lisboa,2,5,1970,Dona,721.35,No,Grup A,1970-05-02,56,0.05
45203656T,Laia,Ferrer,Laia Ferrer,Sí,Espanya,Sevilla,18,6,1988,Dona,994.35,No,Grup A,1988-06-18,38,0.05
86198614J,Camila,Cruz Cruz,Camila Cruz Cruz,No,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,Grup A,1952-01-02,74,0.05
37757421G,Núria,Martínez Sánchez,Núria Martínez Sánchez,Sí,Espanya,Madrid,23,5,1967,Dona,959.7,Sí,Grup A,1967-05-23,59,0.05
14219190G,Carla,Ferrer García,Carla Ferrer García,Sí,Espanya,Madrid,19,12,1960,Dona,1475.25,Sí,Grup A,1960-12-19,65,0.05
33177087Z,Toni,Romero,Toni Romero,Sí,Espanya,Barcelona,7,5,1990,Home,1156.05,No,Grup A,1990-05-07,36,0.05
18873517G,Jordi,García Martínez,Jordi García Martínez,Sí,Espanya,Sevilla,7,2,1974,Home,812.7,Sí,Grup A,1974-02-07,52,0.05
45620823H,Alessia,Russo Russo,Alessia Russo Russo,No,Itàlia,Torí,18,5,1995,Dona,1220.1,No,Grup A,1995-05-18,31,0.05
14778034E,Eva,Romero,Eva Romero,Sí,Espanya,Madrid,21,1,1972,Dona,1073.1,Sí,Grup A,1972-01-21,54,0.05
32610074J,Joan,López,Joan López,Sí,Espanya,Barcelona,22,10,1964,Home,1704.15,No,Grup A,1964-10-22,61,0.05
75293326J,Joan,García,Joan García,Sí,Espanya,Bilbao,23,6,1960,Home,867.3,No,Grup A,1960-06-23,66,0.05
94035504X,Louis,Dubois Dubois,Louis Dubois Dubois,No,França,París,22,9,1964,Home,1050.0,No,Grup A,1964-09-22,61,0.05
85975055P,Giovanni,Rossi Ferrari,Giovanni Rossi Ferrari,No,Itàlia,Torí,14,6,1991,Home,1073.1,No,Grup A,1991-06-14,35,0.05
72988314H,Marc,Sánchez,Marc Sánchez,Sí,Espanya,Bilbao,3,6,1996,Home,1200.15,Sí,Grup A,1996-06-03,30,0.05
25144352S,Francesca,Rossi Russo,Francesca Rossi Russo,No,Itàlia,Torí,1,9,1994,Dona,1316.7,No,Grup A,1994-09-01,31,0.05
53730243G,Anna,Ferrer Romero,Anna Ferrer Romero,Sí,Espanya,Sevilla,24,1,2005,Dona,753.9,No,Grup A,2005-01-24,21,0.05
21285125Z,Chloé,Moreau,Chloé Moreau,No,França,Marsella,5,5,1976,Dona,1231.65,Sí,Grup A,1976-05-05,50,0.05
26130098V,Lucas,Álvarez,Lucas Álvarez,No,Argentina,Buenos Aires,2,8,1978,Home,943.95,Sí,Grup A,1978-08-02,47,0.05
22553315Z,Carla,López,Carla López,Sí,Espanya,València,27,6,1972,Dona,957.6,No,Grup A,1972-06-27,54,0.05
51701516Z,Jordi,Ferrer,Jordi Ferrer,Sí,Espanya,Bilbao,22,5,1960,Home,1391.25,No,Grup A,1960-05-22,66,0.05
92136991X,Laia,Ferrer,Laia Ferrer,Sí,Espanya,Madrid,18,8,1973,Dona,1137.15,Sí,Grup A,1973-08-18,52,0.05
18783620K,Andrés,Torres,Andrés Torres,No,Colòmbia,Medellín,13,1,1967,Home,1645.35,No,Grup A,1967-01-13,59,0.05
77617404G,Joan,Martínez Romero,Joan Martínez Romero,Sí,Espanya,Madrid,19,6,1972,Home,1185.45,Sí,Grup A,1972-06-19,54,0.05
14270387K,Eva,Castells Romero,Eva Castells Romero,Sí,Espanya,Bilbao,25,6,1974,Dona,1382.85,No,Grup A,1974-06-25,52,0.05
72582805W,Juan,Álvarez,Juan Álvarez,No,Argentina,Buenos Aires,21,2,1968,Home,931.35,Sí,Grup A,1968-02-21,58,0.05
52982989C,Valentina,Castro Rojas,Valentina Castro Rojas,No,Colòmbia,Medellín,8,12,1986,Dona,857.85,Sí,Grup A,1986-12-08,39,0.05
93864786W,Marc,Romero,Marc Romero,Sí,Espanya,València,8,6,1957,Home,832.65,Sí,Grup A,1957-06-08,69,0.05
58780487Q,Arnau,Martínez Romero,Arnau Martínez Romero,Sí,Espanya,Bilbao,26,8,1997,Home,1501.5,No,Grup A,1997-08-26,28,0.05
68747775D,Eva,Castells Romero,Eva Castells Romero,Sí,Espanya,Barcelona,13,2,1980,Altres,977.55,No,Grup A,1980-02-13,46,0.05
39256461F,Oriol,Martínez,Oriol Martínez,Sí,Espanya,València,17,7,1951,Home,1672.65,No,Grup A,1951-07-17,74,0.05
53837158P,Toni,Ferrer,Toni Ferrer,Sí,Espanya,Bilbao,7,4,1996,Altres,1332.45,No,Grup A,1996-04-07,30,0.05
61643122A,Marta,Sánchez,Marta Sánchez,Sí,Espanya,València,28,10,1980,Dona,1424.85,Sí,Grup A,1980-10-28,45,0.05
80132051V,Carla,López,Carla López,Sí,Espanya,València,4,6,1994,Dona,1043.7,Sí,Grup A,1994-06-04,32,0.05
99934405Q,Oriol,Martínez Sánchez,Oriol Martínez Sánchez,Sí,Espanya,València,3,9,1969,Home,1274.7,Sí,Grup A,1969-09-03,56,0.05
54035649P,Eva,Martínez Martínez,Eva Martínez Martínez,Sí,Espanya,Madrid,16,9,2003,Dona,1355.55,No,Grup A,2003-09-16,22,0.05
66795744Q,Núria,López,Núria López,Sí,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,Grup A,1956-06-07,70,0.05
38900939H,Pau,Ferrer,Pau Ferrer,Sí,Espanya,Sevilla,23,2,1996,Home,1582.35,Sí,Grup A,1996-02-23,30,0.05
46674072A,Laia,Castells Castells,Laia Castells Castells,Sí,Espanya,Bilbao,3,12,1968,,1396.5,Sí,Grup A,1968-12-03,57,0.05
37528225W,Clara,Castells,Clara Castells,Sí,Espanya,Barcelona,17,7,1953,Dona,816.9,No,Grup A,1953-07-17,72,0.05
84944664N,Oriol,Romero,Oriol Romero,Sí,Espanya,Bilbao,28,3,1959,,958.65,Sí,Grup A,1959-03-28,67,0.05
42592903R,Emily,Taylor,Emily Taylor,No,Regne Unit,Londres,24,3,1976,Dona,1312.5,Sí,Grup A,1976-03-24,50,0.05
95233500R,Clara,López García,Clara López García,Sí,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,Grup A,1955-08-18,70,0.05
57441590Y,George,Brown Jones,George Brown Jones,No,Regne Unit,Manchester,27,12,1979,Home,1186.5,Sí,Grup A,1979-12-27,46,0.05
14579601F,Arnau,Martínez,Arnau Martínez,Sí,Espanya,Bilbao,13,8,1964,Home,1387.05,No,Grup A,1964-08-13,61,0.05
10570045V,Carla,Castells López,Carla Castells López,Sí,Espanya,València,17,10,1966,Dona,1085.7,No,Grup A,1966-10-17,59,0.05
27743987C,Joan,García Ferrer,Joan García Ferrer,Sí,Espanya,Madrid,1,6,1975,Home,840.0,Sí,Grup A,1975-06-01,51,0.05
60786095W,Marc,García,Marc García,Sí,Espanya,Madrid,8,1,1972,Altres,1630.65,No,Grup A,1972-01-08,54,0.05
90131757Y,Toni,Castells,Toni Castells,Sí,Espanya,Sevilla,11,5,2004,Home,1420.65,No,Grup A,2004-05-11,22,0.05
95250887Z,Arnau,García,Arnau García,Sí,Espanya,Sevilla,10,9,1966,,1291.5,No,Grup A,1966-09-10,59,0.05
13814869T,Joan,Romero Romero,Joan Romero Romero,Sí,Espanya,Barcelona,3,11,1995,Home,1163.4,Sí,Grup A,1995-11-03,30,0.05
87956285P,Clara,García López,Clara García López,Sí,Espanya,València,21,1,1983,Dona,1156.05,Sí,Grup A,1983-01-21,43,0.05
60189754G,Clara,Sánchez,Clara Sánchez,Sí,Espanya,Barcelona,3,10,1985,Dona,1502.55,No,Grup A,1985-10-03,40,0.05
28369496M,Núria,López,Núria López,Sí,Espanya,Barcelona,28,5,1961,Dona,836.85,Sí,Grup A,1961-05-28,65,0.05
58204038A,Olivia,Brown Brown,Olivia Brown Brown,No,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,Grup A,1952-08-28,73,0.05
14157308N,Eva,Sánchez,Eva Sánchez,Sí,Espanya,Sevilla,28,6,1958,Altres,738.15,No,Grup A,1958-06-28,68,0.05
73829702G,Miguel,Ramírez,Miguel Ramírez,No,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,Grup A,2005-04-26,21,0.05
